contest-tmp2m-14d__tmp2m,index
28.82796043517601,375734
28.788672400556607,375735
28.87707678476727,375736
28.838578126831635,375737
29.057929623298605,375738
29.222831031687292,375739
28.93013003766464,375740
28.78458883752137,375741
28.798191042880262,375742
28.73818203474866,375743
28.670581958599996,375744
28.8968142368808,375745
28.745892099506364,375746
28.390354541359102,375747
28.22724612634738,375748
28.202252862865862,375749
27.63482037104768,375750
27.677428691563364,375751
26.920613037342264,375752
26.59434583928487,375753
26.585845458748736,375754
26.60805725299906,375755
26.413684173358433,375756
26.340336317903166,375757
26.067500343754546,375758
25.606585998385526,375759
25.377319569020074,375760
25.461069903693897,375761
25.60649035158076,375762
25.268695239273256,375763
25.403658947933764,375764
25.589801381487632,375765
25.723917346920643,375766
25.592567127117036,375767
25.660682916120095,375768
25.63619638688624,375769
25.343300481598362,375770
25.242073836396685,375771
25.241047325800594,375772
25.2405249702461,375773
25.380512760617478,375774
25.36543256068404,375775
25.421217129559466,375776
25.081785946035836,375777
24.879428858703307,375778
24.711122861723254,375779
24.55317550728256,375780
24.397515993989202,375781
24.24513047935949,375782
23.665421968061594,375783
23.036097219127726,375784
23.520456102911623,375785
23.205285432867186,375786
23.180231458041817,375787
22.837385839027775,375788
22.804183472359,375789
21.56757308473334,375790
21.37415464026253,375791
20.95691392711433,375792
20.175704460858014,375793
19.739037143981022,375794
28.639603325900453,375795
28.35654335527147,375796
28.6182267655106,375797
28.57124374809723,375798
28.795528362680443,375799
28.826306673722456,375800
28.573113642601356,375801
28.375814615835452,375802
28.19352734720337,375803
28.2843487143316,375804
28.157776621383846,375805
28.385100244907107,375806
28.394410515777736,375807
28.213929672255063,375808
28.109644199427976,375809
27.960518747732976,375810
27.50326524950401,375811
27.437250592536884,375812
26.58193603402401,375813
26.724333843724935,375814
26.88079362996291,375815
26.84178925742458,375816
26.69667087872972,375817
26.42765680599655,375818
26.23295686119559,375819
25.731412692661934,375820
25.44355328937195,375821
25.26167756688369,375822
25.404973167482922,375823
25.21616057156166,375824
25.151620432995287,375825
25.25291363842075,375826
25.334326181981623,375827
25.204820580229125,375828
25.24440107868554,375829
25.23903741018262,375830
25.32082688847845,375831
25.057529291961373,375832
25.17177100518967,375833
25.134587595791174,375834
25.28462657019446,375835
25.331340412455404,375836
25.40623821717037,375837
25.04859321523128,375838
24.833962019466355,375839
24.622409357750087,375840
24.490621740721338,375841
24.3241492768164,375842
24.044171966622173,375843
23.69899813323792,375844
23.237782984367016,375845
23.842356144967027,375846
23.476461567097886,375847
23.35004694961799,375848
23.42411771482739,375849
23.11964240327552,375850
22.41925444610888,375851
22.335713969764583,375852
22.037867305632517,375853
21.51761174731837,375854
20.797046166271684,375855
29.460652456612024,375856
29.217175370598852,375857
29.364958925982137,375858
29.360528596196673,375859
29.464587188798305,375860
29.187782509433873,375861
29.02897894787202,375862
28.8820550190394,375863
28.625516446707024,375864
28.74065320620457,375865
28.799495837228733,375866
28.828293151523667,375867
28.43540916073789,375868
28.122031444168442,375869
28.05879708687644,375870
27.89216899274288,375871
27.51451992944385,375872
27.341675385507187,375873
26.739786419230768,375874
26.463127369201175,375875
26.658353987261762,375876
26.928818583185603,375877
26.362230107059077,375878
26.374812742271388,375879
25.77283298697239,375880
25.628280478505076,375881
25.710269626943955,375882
25.242619565312452,375883
25.58144240587262,375884
25.02858076438497,375885
24.739519689045892,375886
24.889857778264968,375887
25.22018739863165,375888
25.269973491758947,375889
25.33955080128385,375890
25.26046006450474,375891
25.37583507443901,375892
25.100564652940875,375893
25.524945122156453,375894
25.569662758550578,375895
25.503877905953516,375896
25.50422543355336,375897
25.525555289951,375898
25.27947694851383,375899
24.994693634277894,375900
24.976359192426855,375901
24.78598750543398,375902
24.537040401133083,375903
24.236066959215634,375904
24.018012738025675,375905
23.614810454822248,375906
23.828891332156047,375907
23.654098842371695,375908
23.291300472521925,375909
22.490535604063552,375910
22.005616306274533,375911
21.443419427237586,375912
21.12719658316928,375913
20.48392773136993,375914
19.839703687660858,375915
19.508569344382522,375916
28.540108654068717,375917
28.571499139392927,375918
28.746994704521512,375919
28.562639085501814,375920
28.728297404262776,375921
28.602289769132767,375922
28.357516749862498,375923
28.110319543048263,375924
28.032366377534345,375925
28.17499483395295,375926
28.159243578553287,375927
28.28394460846539,375928
27.888391036281973,375929
27.633309017139254,375930
27.55096093011025,375931
27.434280296246015,375932
26.98237709610521,375933
26.818676090289273,375934
26.055588938357914,375935
25.94086124827595,375936
26.18935305869968,375937
26.2063958116089,375938
25.92584930876069,375939
25.940722820147812,375940
25.370045794990574,375941
25.040808004648852,375942
25.053248236603167,375943
24.57272811478083,375944
24.808068823192798,375945
24.417310016208603,375946
24.073990105539224,375947
24.16002147858012,375948
24.39076349306265,375949
24.33417788323618,375950
24.435383421768847,375951
24.295676212426542,375952
24.686424855796986,375953
24.42601473608306,375954
24.759555816139994,375955
24.908795806754654,375956
24.84622278914759,375957
24.853623645963864,375958
24.86318144224225,375959
24.52595984996134,375960
24.382787401828693,375961
24.256460705248912,375962
23.98281054032924,375963
23.812625300809316,375964
23.48940662503884,375965
23.30899467862838,375966
23.227438547869326,375967
23.286147683043794,375968
23.056192070911948,375969
23.14664826688795,375970
22.68395495640152,375971
21.962713666016953,375972
21.35406944753413,375973
21.26392057309795,375974
20.425784531217687,375975
20.082278328496614,375976
19.443075217155183,375977
28.38648994423761,375978
28.27537472939298,375979
28.498124294500712,375980
28.47998206328998,375981
28.5586843890203,375982
27.918923429574306,375983
27.495695135562755,375984
27.39717410504568,375985
27.258998616173585,375986
27.052594694709796,375987
26.991914825882077,375988
27.225843591445255,375989
27.181370264331008,375990
26.965793905751298,375991
26.826089098164857,375992
26.74542847534326,375993
26.22960614846238,375994
26.113339268478967,375995
25.525849069629885,375996
25.65233578252196,375997
25.809814567727926,375998
25.687891847512446,375999
25.52431747982041,376000
25.458457835477702,376001
25.14244623517584,376002
24.898334840236885,376003
24.56471697504344,376004
24.719354998053632,376005
24.55946513500453,376006
24.574312617937494,376007
24.424904866537645,376008
24.607549650271494,376009
24.60738331807147,376010
24.578353056200058,376011
24.83598634614623,376012
24.755896771950347,376013
24.71211259310553,376014
24.486080874082518,376015
24.567614550413793,376016
24.735926712070807,376017
24.79644581121903,376018
24.841175087481872,376019
24.77400347670647,376020
24.47176514167387,376021
24.18599937745131,376022
24.09218653274803,376023
23.888534447448194,376024
23.660921540195716,376025
23.12286461626792,376026
23.1909036492587,376027
22.767061471415957,376028
22.64995208594138,376029
22.84620385543576,376030
22.304378411882226,376031
22.135306669910733,376032
22.299577279709865,376033
22.241698287425606,376034
21.638118320727244,376035
21.100842707528045,376036
20.94989615886834,376037
20.42891785873826,376038
28.952909925447102,376039
28.754457403035985,376040
28.873661219704218,376041
28.831796284288203,376042
28.996982049014377,376043
29.03566577882816,376044
28.967633226291355,376045
28.91744115700908,376046
28.64844698152524,376047
28.7024603524726,376048
28.763302652834,376049
28.680164158852904,376050
28.429831491425148,376051
28.252428680232924,376052
28.12609178118032,376053
28.031651924073913,376054
27.6270585323889,376055
27.44957319586115,376056
26.989867089278732,376057
26.70767120009691,376058
26.91180734486329,376059
26.863659020956447,376060
26.369082622144333,376061
26.31259242259125,376062
25.791111716119076,376063
25.09320569334409,376064
25.20808520717287,376065
25.522441316499453,376066
25.901068262357285,376067
24.958094155073695,376068
