contest-tmp2m-14d__tmp2m,index
29.494766055494186,375734
29.52943412121129,375735
29.46202867004265,375736
29.620539500244632,375737
29.747163445552346,375738
29.665075788254168,375739
29.51671406097886,375740
29.357651781180948,375741
29.429311155766158,375742
29.43677465296611,375743
29.480857068082038,375744
29.590421887491168,375745
29.39203908023138,375746
29.19799903197799,375747
29.168892003735262,375748
29.146290738019612,375749
28.593794374904416,375750
28.3606623756556,375751
28.246948176541682,375752
28.051942566338656,375753
28.10096863493555,375754
28.118539754197652,375755
28.184055452291542,375756
27.583580057474297,375757
27.176184466088745,375758
26.338575840653178,375759
26.004654874650058,375760
26.641885162227474,375761
26.788349817181636,375762
26.803620246310192,375763
25.639333395446588,375764
25.71247267608107,375765
25.67774576163056,375766
25.810466920115566,375767
25.840271603362854,375768
25.667269933124903,375769
25.46597026166662,375770
25.111882995498906,375771
25.30091858925496,375772
25.24025306287977,375773
25.52315910985224,375774
25.269191370370425,375775
25.181540974507293,375776
24.762467330791946,375777
24.609938825461754,375778
24.388910581535235,375779
24.07413538279056,375780
23.923436444515133,375781
23.70727164998948,375782
23.52390363931305,375783
23.596677338837864,375784
23.872478078096893,375785
23.664539391403128,375786
23.54385457145107,375787
23.512852740144325,375788
23.062686142411867,375789
22.88237230592732,375790
22.042016742117102,375791
21.477867076327023,375792
20.355130592972415,375793
19.84606139697062,375794
28.748730595192686,375795
28.805120479831864,375796
28.66508496701002,375797
28.858031907885625,375798
28.88517671832335,375799
28.94520683510403,375800
28.80962737182027,375801
28.796841377450583,375802
28.614991963153695,375803
28.635459143014156,375804
28.55593461983992,375805
28.708830102351687,375806
28.591708211311435,375807
28.567689732584697,375808
28.58594383761946,375809
28.49474843826185,375810
28.1597060913185,375811
27.906867461960097,375812
27.75859334673572,375813
27.660412414425853,375814
27.70967052348311,375815
27.705971907415897,375816
27.87678448013074,375817
27.482690519109333,375818
27.06140062616345,375819
26.355340688431095,375820
26.485215252339405,375821
26.52618368514178,375822
26.765145216958974,375823
26.474361916706123,375824
25.081021504118276,375825
25.23226493097193,375826
25.21792208744106,375827
25.332408385270565,375828
25.372811120954932,375829
25.186952351454227,375830
25.246251578290384,375831
24.766160152504543,375832
24.945682873610274,375833
24.953093759095182,375834
25.168428681357227,375835
25.170234179543137,375836
24.894762186784284,375837
24.419609566897236,375838
24.254178812503163,375839
24.124811072676756,375840
23.635149550011448,375841
23.52028564694122,375842
23.27747558099582,375843
23.207924840510245,375844
23.472143268739636,375845
23.622002104903938,375846
23.61004767302614,375847
23.49988970453399,375848
23.576210119883932,375849
23.15722644641768,375850
22.93124416793352,375851
21.937535328698495,375852
21.74610986342676,375853
20.823448484646505,375854
20.165799770120326,375855
30.408501948881543,375856
30.308258934259356,375857
30.184700757911454,375858
30.373127948877467,375859
30.205429853592214,375860
30.13239687370215,375861
30.01939482715738,375862
29.750767448686762,375863
29.622523220591653,375864
29.615960360359658,375865
29.670500564148213,375866
29.921709766347686,375867
29.458639893338603,375868
29.355509349790072,375869
29.34206023995494,375870
29.13679884212306,375871
28.74527153440008,375872
28.680177478738926,375873
28.54329838144244,375874
28.522195533641884,375875
28.1526017053881,375876
28.425472489031883,375877
28.312535775104624,375878
27.842751901738072,375879
26.93041555045448,375880
