contest-tmp2m-14d__tmp2m,index
28.833279058660082,375734
28.94502305306287,375735
29.068887788481334,375736
29.175271187464205,375737
29.373029215113093,375738
29.429903902944034,375739
29.18479749247058,375740
28.881616335650733,375741
29.0673721498581,375742
29.177320068946983,375743
29.10056334207934,375744
29.6356634440383,375745
29.093522565842477,375746
28.863502906876647,375747
28.750250619443477,375748
28.810143342958554,375749
28.4852837799001,375750
28.320908347229533,375751
28.09800899668221,375752
27.71956108271729,375753
27.31386741966594,375754
27.597699239327767,375755
27.607252793038924,375756
27.186241085296615,375757
26.721023499825833,375758
26.35347367213126,375759
25.836532364984123,375760
25.619718979228537,375761
25.65452812960143,375762
25.30782123711765,375763
25.338238967189454,375764
25.474369977184097,375765
25.313436622938525,375766
25.469453544890484,375767
25.53933953115734,375768
25.69049878664987,375769
25.10621483000682,375770
24.9697061249351,375771
25.14109604644841,375772
25.308412407018523,375773
25.391019029052813,375774
25.243875592482482,375775
25.561398621271337,375776
25.00293447739955,375777
24.724703103499223,375778
24.486401435400467,375779
24.25034059388804,375780
24.373542763557225,375781
24.36198750959261,375782
24.003210106137658,375783
23.56409445741042,375784
23.546272125215864,375785
23.31482756681021,375786
22.840468152903895,375787
22.30504679238379,375788
22.628083744971946,375789
21.910937988004434,375790
21.681892967989143,375791
21.110693917710478,375792
20.4676918159455,375793
20.09810536331065,375794
28.80052240672535,375795
29.06961316542015,375796
29.076627554011566,375797
29.22988443720874,375798
29.325805836346035,375799
29.25431739280839,375800
28.954788170109623,375801
28.66843441316678,375802
28.799281630545465,375803
28.80427981339244,375804
28.853455030067835,375805
29.29368774942077,375806
29.100009818620038,375807
28.88357431513623,375808
28.726683321022847,375809
28.774929472848726,375810
28.40092513969148,375811
28.269884309480858,375812
27.890439764500115,375813
27.6863122754728,375814
27.438724112038926,375815
27.806960419422012,375816
27.42467826721372,375817
27.301384093279694,375818
26.79528270143669,375819
26.267269326282758,375820
26.02529340425349,375821
25.57364941231458,375822
25.545240242596947,375823
24.99770001599859,375824
25.198728096381046,375825
25.123336796830472,375826
25.239665595622455,375827
25.360575586401637,375828
25.38263616744348,375829
25.57251112370045,375830
25.25163497087283,375831
25.05215182066854,375832
25.23866514535871,375833
25.359092910088975,375834
25.47700544871691,375835
25.394165534344893,375836
25.535803964893375,375837
25.064249658041945,375838
24.7840597176521,375839
24.577622111296705,375840
24.35406736768823,375841
24.430895922105037,375842
24.43300771882673,375843
24.19127574991103,375844
24.13746940005035,375845
24.2059980704405,375846
23.509035417455607,375847
23.58627418889796,375848
23.381945459842655,375849
22.983682421799813,375850
22.794971717801445,375851
21.98988589812211,375852
21.703583653050146,375853
21.17378079609648,375854
20.816097964495157,375855
29.09193217506163,375856
29.126766319469425,375857
29.160253529570582,375858
29.16772551183658,375859
29.221735695423376,375860
29.414266675677254,375861
29.146142905006172,375862
29.074099317292394,375863
29.02559031820897,375864
29.114974306173508,375865
29.131184950451598,375866
29.409484993341493,375867
29.231277720165735,375868
28.792373990305123,375869
28.525767761259658,375870
28.58030222098273,375871
28.369599171661093,375872
28.244581893984787,375873
27.729980422139988,375874
27.64611287754792,375875
27.49120820084113,375876
27.521986990745745,375877
27.338361795737683,375878
27.18329956249977,375879
26.409523345755815,375880
26.158575605464648,375881
26.035549000733226,375882
25.564722483275773,375883
25.566178151025042,375884
25.476749521846386,375885
25.430733526379072,375886
25.499515456992185,375887
25.46538804515035,375888
25.84789215773594,375889
25.85594078682493,375890
25.86849385704204,375891
25.313284074529065,375892
25.00608650520985,375893
25.393140369133334,375894
25.45343819336472,375895
25.479359181943664,375896
25.30125653573873,375897
25.33030365731088,375898
25.115861206969612,375899
24.842805478624314,375900
24.87461487119276,375901
24.7512197105832,375902
24.832003340537312,375903
24.52985688668673,375904
24.461994822403767,375905
23.94770153506329,375906
24.229423964129865,375907
23.996332747845145,375908
23.4788558646012,375909
23.199423527643603,375910
22.672345625786193,375911
21.843835016327148,375912
21.315040977691524,375913
21.304914449172202,375914
20.757106936129503,375915
20.316589797122788,375916
28.817062612492236,375917
