contest-tmp2m-14d__tmp2m,index
28.923410531890568,375734
29.085687943858375,375735
29.10534509217132,375736
29.145747556718106,375737
29.434986120667872,375738
29.26069693227464,375739
29.189952704773077,375740
28.79994440937253,375741
28.70672790510571,375742
28.69328835398983,375743
28.521915321832694,375744
28.81533660609921,375745
28.593252053482047,375746
28.43603527739606,375747
28.247187476133604,375748
28.078119217295807,375749
27.81821421970517,375750
27.68256559826341,375751
27.46485255033849,375752
27.256139943204744,375753
27.01738154291843,375754
27.290635461203692,375755
27.148817937348213,375756
26.82027139215279,375757
26.24159887253336,375758
25.593219774831596,375759
25.21345577671491,375760
25.10055249819743,375761
25.078842554912626,375762
25.252690480292586,375763
25.31873231620193,375764
25.638937904659542,375765
25.74952805371231,375766
25.70319200057395,375767
25.92853176645633,375768
25.9103348789414,375769
25.632159162074785,375770
25.312050033719387,375771
25.40665448222704,375772
25.51062375064781,375773
25.51158446175201,375774
25.442947148381663,375775
25.505315653310262,375776
25.05471427460712,375777
24.870882839355417,375778
24.572965968431035,375779
24.419845815411335,375780
24.201893572100616,375781
24.202766908676367,375782
24.31015353685312,375783
23.66142319773995,375784
23.522601094860747,375785
23.723199105943294,375786
23.213952226145793,375787
22.76001119073213,375788
22.497518109779648,375789
21.89728316374736,375790
21.403515177505923,375791
20.771215685217484,375792
20.208191376965132,375793
19.481771580234508,375794
28.862981628037232,375795
29.03740693203872,375796
29.019134502569614,375797
28.850374927754274,375798
29.11015877702721,375799
28.7571742194732,375800
28.72546581503684,375801
28.242276348036285,375802
28.220940887086726,375803
28.0385574566817,375804
28.163473118284855,375805
28.378609679773035,375806
28.414415018855834,375807
28.306683258758312,375808
28.16127668199715,375809
28.11140299600902,375810
27.80605285296133,375811
27.653474120120336,375812
27.392565447617926,375813
27.33313101830936,375814
27.22139495992633,375815
27.63432330129035,375816
26.99882998012754,375817
26.89831234971416,375818
26.357162165926184,375819
25.73190072515854,375820
25.440196206481687,375821
25.409224339467528,375822
25.108277887842178,375823
25.11439076509123,375824
25.192951736829855,375825
25.36649140296504,375826
25.415479548902113,375827
25.416218462929578,375828
25.68395345152578,375829
25.610305139429443,375830
25.596434394925836,375831
25.18824590309896,375832
25.319792228619917,375833
25.488169307936914,375834
25.52631349971307,375835
25.427337393321068,375836
25.477917594897008,375837
