contest-tmp2m-14d__tmp2m,index
29.055357285702826,375734
29.083670449488977,375735
29.15816908150225,375736
29.33493880860567,375737
29.8116163451499,375738
29.771882471513322,375739
29.30587670328657,375740
29.147306483736315,375741
29.10391706865164,375742
29.13092683262755,375743
29.194221417548647,375744
29.690330581189414,375745
29.14576412623444,375746
28.699034785262825,375747
28.586911662092803,375748
28.562756366481494,375749
28.21965125283475,375750
28.26240623923411,375751
27.89421558919537,375752
27.613353680867363,375753
27.17042509350574,375754
27.173230629855766,375755
27.020468179898103,375756
27.05434443899719,375757
26.50471608343139,375758
25.977597987080458,375759
25.706219457315115,375760
25.98322050169793,375761
26.087323360788673,375762
25.74119018568092,375763
25.870325796755083,375764
25.85318425131493,375765
25.834374867675365,375766
25.783872228320092,375767
25.991640835305702,375768
26.106903701220403,375769
25.817904617118415,375770
25.593366064365682,375771
25.699588920529777,375772
25.741947639936598,375773
26.041988965235078,375774
25.998983486063707,375775
26.017260442771885,375776
25.75668433384385,375777
25.731770084473624,375778
25.439058492980962,375779
25.179626241367146,375780
24.991816545729648,375781
25.084328366537534,375782
25.087674835651,375783
24.56109460328446,375784
23.982242839416017,375785
23.969742197623077,375786
23.322944624560137,375787
23.044959059914277,375788
22.712660541391983,375789
21.967983089225186,375790
21.930405063342846,375791
21.215083829629407,375792
20.755305057253395,375793
20.06656056702468,375794
29.07577646375853,375795
29.107274001620908,375796
29.02842530724979,375797
29.227623494204863,375798
29.46117682391491,375799
29.479272780922997,375800
29.119818747448676,375801
28.903546274755058,375802
28.731142146038906,375803
28.544316137538658,375804
28.821020156750706,375805
29.11053987205139,375806
28.96050089493599,375807
28.728223450725977,375808
28.533369252858733,375809
28.528479209009106,375810
28.186290157849157,375811
28.385724973787433,375812
27.827955760322652,375813
27.8226107489362,375814
27.396726577885488,375815
27.426338703584292,375816
27.310443538051345,375817
27.163238605581114,375818
26.60666615278967,375819
26.016235422853583,375820
25.743950630855238,375821
26.00833224849282,375822
25.922591007217193,375823
25.49994968425824,375824
25.682110565993185,375825
25.5278967217572,375826
25.452756857377494,375827
25.293476822674506,375828
25.446358640179255,375829
25.72463605266546,375830
25.682227114330544,375831
25.43452476858954,375832
25.281452701196827,375833
25.51027016852356,375834
25.67178195049371,375835
25.752686467082526,375836
25.77444542965611,375837
25.56875555364411,375838
25.503657148214188,375839
25.072594152286,375840
25.008618042774287,375841
24.898113348558354,375842
24.968103586691313,375843
24.75413870492298,375844
24.59885220454703,375845
24.284587961321904,375846
23.805683547303033,375847
23.831560391190123,375848
23.746893345592525,375849
23.13571436961479,375850
22.60261567097382,375851
22.03720623093318,375852
21.633729932533242,375853
21.11221470770397,375854
20.437130163066286,375855
29.24891941983492,375856
29.171613694468533,375857
29.194116988031737,375858
29.362788063021753,375859
29.42933625450746,375860
29.826533454034006,375861
29.51386123447469,375862
29.620182554712073,375863
29.339994406387405,375864
29.39612505564287,375865
29.54406569228445,375866
29.84047461209093,375867
29.286154078480422,375868
28.86847040745647,375869
28.76780526003654,375870
28.434803190947378,375871
28.21146158069746,375872
27.963548493015196,375873
27.72260796472642,375874
27.872034570774986,375875
27.468452466254575,375876
27.52551379629972,375877
27.269016874107137,375878
27.130901533671704,375879
26.52922275487049,375880
26.07187254088035,375881
25.887086672992154,375882
25.568544086850807,375883
25.805539249317235,375884
25.78683531651791,375885
25.768543983078644,375886
25.707064404232597,375887
